state,senator,,zip
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
KS,Pat Roberts,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
ND,John Hoeven,,
ND,John Hoeven,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
ND,John Hoeven,,
ND,John Hoeven,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
NC,Thom Tillis,,
MI,Gary C. Peters,,
TX,Ted Cruz,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
ME,Susan M. Collins,,
ME,"Angus S. King, Jr.",,
MO,Roy Blunt,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
MD,Benjamin L Cardin,,
MD,Benjamin L Cardin,,
MD,Benjamin L Cardin,,
ND,John Hoeven,,
ND,John Hoeven,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
NJ,Cory A Booker,,
NJ,Cory A Booker,,
NJ,Cory A Booker,,
NJ,Cory A Booker,,
NJ,Cory A Booker,,
NJ,Cory A Booker,,
NJ,Cory A Booker,,
NJ,Cory A Booker,,
NJ,Cory A Booker,,
NJ,Cory A Booker,,
NJ,Cory A Booker,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
ME,"Angus S. King, Jr.",,
PA,Patrick J. Toomey,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
DE,Thomas R. Carper,,
RI,Jack Reed,,
RI,Jack Reed,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
ME,Susan M. Collins,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
DE,Thomas R. Carper,,
WA,Maria Cantwell,,
WA,Maria Cantwell,,
WA,Maria Cantwell,,
WA,Maria Cantwell,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
PA,Patrick J. Toomey,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Jack Reed,,
RI,Jack Reed,,
DE,Thomas R. Carper,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
ME,"Angus S. King, Jr.",,
ME,"Angus S. King, Jr.",,
ME,"Angus S. King, Jr.",,
NJ,Cory A Booker,,
NJ,Cory A Booker,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
RI,Jack Reed,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
ND,John Hoeven,,
ND,John Hoeven,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
RI,Jack Reed,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
KS,Pat Roberts,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
RI,Jack Reed,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ND,John Hoeven,,
ND,John Hoeven,,
ND,John Hoeven,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
DE,Thomas R. Carper,,
RI,Jack Reed,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
TX,Ted Cruz,,
TX,Ted Cruz,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
RI,Sheldon Whitehouse,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
